Unnamed: 0,categories,text
235,Entertainment,"
			Òsèré Nollywood Kenneth Okonkwo Darapọ̀ Mọ́ Ẹgbẹ́ Òsèlú Labour		. 
    
				 

Òsèré Nollywood, Kenneth Okonkwo ti lọ darapọ̀ mọ́ ẹgbẹ òsèlú Labour lẹ́yìn ìgba tó ti sọ pé oùn kò se ẹgbẹ́ APC mọ́ lẹ́yìn ọ̀sẹ̀ díẹ̀.

Ó lọ sí ojú òpó instagram rẹ̀ láti se ìkéde yìí lọ́jọ́ Ọjọ́rú…			"
790,Health,"
			Nàìjíríà Dènà Àjàkálẹ̀-àrùn COVID-19 Lọ́nà Tó Yàá Àgbáyé Lẹ́nu		. 
    
				Ààrẹ Muhammadu Buhari sọ pé ìfaradà àwọn ọmọ orílẹ̀-èdè Nàìjíríà àti ẹ̀mí ìgbìyànjú ṣé ràn án lọ́wọ́ láti tako àwọn àsọtẹ́lẹ̀ àgbáyé nípasẹ̀ àjàkálẹ̀-àrùn (COVID-19) náà yóò ṣé lé kókó nígbà tó bẹ̀rẹ̀ ní ọdún mẹ́ta sẹ́yìn.

 Ó sọ ọ̀rọ̀…			"
70,Nigeria,"
			Igbákejì ààrẹ Ọ̀ṣínbàjò pe àwọn olóye òṣèlú níjà lórí ìlọsíwájú ọrọ̀-ajé		. 
    
				Igbákejì ààrẹ Nàìjíríà, Ọ̀jọ̀gbọ́n Yẹmí Ọ̀ṣínbàjò,ti sọ pé ojúṣe àwọn olóye òṣèlú Nàìjíríà ní láti ní ìlọsíwájú ọrọ̀ ajé àwọn ọmọ ìlú lọ́kàn, láti ri pé ìdìbò àti ìlànà ìyanjú awuyewuye tó ń…			"
48,Business,"
			Ilé ìfowópamọ́ Àgbáyé Pè Fún Àwọn Àtunṣe Ìgbékalè Láti yọ Àwọn ọmọ Nàìjíríà…		. 
    
				Ẹgbẹ́ ilé ìfowópamọ́ Àgbáyé sọ  pé ìgbékalẹ̀ àtúnṣe tí ó jinlẹ̀ ṣe pàtàkì ní kíákíá  láti yọ àwọn mílíọ̀nù  ọmọ orílẹ̀-èdè Nàìjíríà kúrò nínú ìpọ́njú,ó kìlọ̀ pé  ìdá mẹ́tàdín-lógún  àwọn…			"
73,Nigeria,"
			Ọgá Ọlọ́pàá Ìpínlẹ̀ Borno Pín Àwọn Ọlọ́pàá Káàkiri Ìpínlẹ̀ Náà		. 
    
				Ilé iṣẹ́ ọlọ́pàá ìpínlẹ̀ Borno ní ọjọ́ Ẹtì, sọ́ pé àwọn yóò pín ọlọ́pàá tó ṣẹ̀ṣẹ̀ gbokun láti Kọlẹẹjì, ẹgbẹ̀rin àtí méjìdínlógún sì gbogbo ìjọba ìbílẹ̀ láti kún àwọn ẹṣọ ààbò fún ètò ìdìbò gbogbogbòò 2023.

Ẹ tun lè kà nípa: Ọlọ́pàá…			"
96,World,"
			Àwọn Eléré Ìdárayá Àgbáyé Fí Orúkọ Tobi Amusan Sí Ìwé Ìtàn		. 
    
				Àwọn alákòóso èré ìdárayá ní àgbáyé tí fi orúkọ Tobi Amusan ọmọ orílẹ̀-èdè Nàìjíríà tí o n sáré fogi-fogi ìyẹn ti 100m hurdles sí ìwé ìtàn àgbáyé ni 2022. 
 Nínú àlàyé kàn ní ọjọ Ìṣẹgun, ẹgbẹ́ eléré Ìdárayá náà tún fọwọ́sí àwọn méjì míràn…			"
64,Africa,"
			Ikú Ènìyàn Látàrí Àìsàn Kọ́lẹ́rà Lọ Sókè Sí Ní Orílẹ̀-èdè Màláwì, Ilé Ìwé Di Títì Pa!		. 
    
				 

Orílẹ̀-èdè Malawi ti gbé ilé ìwé tì pa látàrí ọsẹ́ ikú tí àìsàn Kọ́lẹ́rà ń se ní orilẹ-ède náà.

 

Wọn kò jẹ́ kí ilé ìwé di sísí ní ìlú nlá méjì, Blantyre àti Lilongwe tó wà ní Orílẹ̀-èdè náà kí iye àwọn ènìyàn tó  ń kú…			"
662,World,"
			Nàìjíríà Ti Gbáradì Fún Ìpèsè Òògùn Àjẹsára		. 
    
				Ààre Buhari ti fi ìgbáradì orílẹ̀ èdè Nàìjíríà léde láti jẹ́ orílẹ̀ èdè kan gbógì tí yóò máa pèsè ohun àjẹsára fún ìdènà àìsàn ní orílẹ̀ èdè àgbáyé.

 

Nígbà tí ó ń sọ̀rọ̀ níbi àjọ…			"
364,Health,"
			Àwọn ènìyàn mẹ́tàdín-lọ́gọ́ta míràn tún ti ní ààrùn covid		. 
    
				Àwọn ènìyàn mẹ́tàdín-lọ́gọ́ta míràn ló tún ti kó ààrùn covid jákèjádò orílẹ̀-èdè báyìí.

Ile-iṣẹ to n mojuto ajakalẹ aarun lo kede rẹ lori bo ṣe n lọ.Gẹgẹ bii ile-iṣẹ ọhun,awọn eniyan wọnyi jẹyọ ni ipinlẹ mẹwa…			"
392,Health,"
			Ẹ máa fi tipà fún àwọn òsìsẹ́ ní abẹ́rẹ́ àjẹsára COVID-19- NLC		. 
    
				Ẹgbẹ́ awọn osisẹ lorilẹ ede Naijiria ti kilọ fun ijọba apapọ lati maa fi tipa fun awọn osisẹ ni abẹrẹ ajẹsara  COVID-19 .

Aarẹẹgbẹ awọn osisẹ lorilẹ ede Naijiria ,ọgbẹni Ayuba Wabba  lo sekilọ yii lasiko to n ba awọn osisẹ ijọba apapọ…			"
549,Nigeria,"
			Ààrẹ rọ àwọn òsìṣẹ́ ilé-iṣẹ́ láti ní ẹ̀rí ọkàn		. 
    
				Ààrẹ Muhammadu Buhari ti rọ àwọn òṣìṣẹ́ ilé-iṣẹ́ láti ní ẹ̀rí ọkàn àti ìwà òtítọ̀ níbikíbi tí wọ́n bá ti bá ara wọn.

Ó tún ṣàlàyé pé òun kò nífẹ̀ẹ́ sí bí àwọn ọ̀gá ilé-isé ṣe ń fàyègba ìwà ìbàjẹ́…			"
63,Africa,"
			Àwọn Àdàrí Ẹ̀gbẹ́ Ìwọ̀-oòrùn Áfíríkà gbé ijẹniniya Lórí Ìjọba Alatako Guinea		. 
    
				Gẹ́gẹ́bí iṣé orílẹ̀-èdè Málì ní ìsàmì sí ọjọ́ òmìnìra tó wáyé ní Ọjọ́bọ̀ ní iwájú Olórí Ìjọba Ológun Guinea, Col Mamady Doumbouya, tí àwọn Olùdarí Ìwọ̀-oòrùn Áfíríkà wà ní ìpàdé pajawiri kàn ní New York, níbí Àpéjọ Ìgbìmọ̀ Orílẹ-èdè Àgbáyé…			"
138,Nigeria,"
			Ààrẹ Buhari Fọwọ́sí owó tó tó bílìọ̀nù mẹ́rin ó lé díẹ̀ Fún Iṣẹ́ Ìwádìí Tetfund		. 
    
				Ààrẹ Muhammadu Buhari ti fọwọ́sí ìyè owó N4,736,782,352.21 fún iṣẹ ìwádìí igba o le mọkandinlogun (219) sí àwọn olukopa lábẹ́ Tertiary Education Trust Fund, TETFUnd National Research Fund, NRF ètò fún ọdún 2021.

Gẹ́gẹ́ bí Adari Àgbà…			"
249,Entertainment,"
			Àjọ Headies kéde  Àfikún Ìṣọ̀rí mẹ́ta		. 
    
				Àjọ Headies ti sọ pé òun yóò kéde ìsọ̀rí mẹ́ta tuntun tí ó ṣẹ̀ṣẹ̀ fi kún ẹ̀ka àmìn ẹ̀yẹ fún ayẹyẹ àmìn ẹ̀yẹ náà tí yóò wáyé ní ọ̀sẹ̀ tó ń bọ̀

Ajọ naa sọ pe o ṣe ipinnu  lati ṣafiun  awọn iṣọri mẹta yii lati jẹ…			"
443,Health,"
			COVID-19: Àwọn  ènìyàn mọ́kàndí́nláàdọ́ta (49) lórílẹ̀ èdè Nàíjíríà,tun ti ni aarun…		. 
    
				Àwọn  ènìyàn mọ́kàndí́nláàdọ́ta (49) lórílẹ̀ èdè Nàíjíríà, tun ti ni aarun Korona ìyẹn COVID-19. báyìí.

Ajọ to n gbogun ti ajakalẹ aarun lorilẹ ede Naijiria , Nigeria Centre for Disease Control NCDC, lo kede rẹ lori…			"
122,Africa,"
			Al-Shabaab sọ pé òun ló wà nídìí ìkọlù apànìyàn tó ṣẹlẹ̀ ní Ibùdó AU ní Sòmálíà		. 
    
				Àwọn ajagun Al-Shabaab ti yabo ilé-iṣẹ́ ìṣọ̀kan Áfíríkà kan ní Sòmálíà pẹ̀lú ìbọn àti ibẹjadi ní ọjọ́ ìṣégun,ní èyí  tí ó fa ìyìnbọn lura tí ó pa àwọn olùpèsè alààfíà Burundi.

Ọgágun ọmọ ogun Burundi…			"
74,Business,"
			Ẹni tí Sango bá tojú rẹ jà,kò ní  bá wọn bú ọba kòso,ẹni tí ogun Biafra bá sojú rẹ̀,kò…		. 
    
				Gomina ipinlẹ Kano,  Abdullahi Umar Ganduje ti rọ gbogbo awọn to n kọrin pe ki orilẹ ede pín , kí wọ́n gba ìtùbí-ìnùbí laaye , nitori pe ti orilẹ ede Naijiria ba pin, ko ni ṣe ẹnikakan ni anfaani.

Gomina ipinlẹ Kano sọrọ yii…			"
855,Sport,"
			NSF:Ìpínlẹ̀ Ògùn yóò gbàlejò ọdún 2024		. 
    
				Ìpínlẹ̀ Ògùn, tí ó wà ní gúsù-iwọ̀-oòrùn Nàìjíríà, ti gba ojúse láti ṣagbátẹrù ọdún eré ìdárayá ti orílẹ̀-èdè (NSF), ẹlẹ́ẹ̀kejìlé-lógún tí yóò wáyé ní olú-ìlú, Abéòkúta, ní ọdún 2024.

Bí…			"
50,Nigeria,"
			Ààrẹ Àwọn Akọ̀ròyìn Pè Fún Ìròyìn Tí Kò Ní Ẹja-n-bákàn Nínú Lórí Ètò Òsèlú		. 
    
				Àrọwà ti wá fún àwọn akọ̀ròyìn láti jẹ́ olóòtọ́ọ́ àti fún ìròyìn tí ó se déédé nínú ètò ìdìbò àpapọ̀ tí ó ń bọ̀.

 

Ààrẹ ẹgbẹ́ náà Chris Isiguzo pe ìpè náà ní ìlú Èko, nígbà tí ó ń ṣí…			"
522,Sport,"
			Delta 2022: Àwọn Olùdarí Ètò Ìdárayá Pàdé Látí Ṣé Ìṣirò Olùgbàlejò		. 
    
				Àwọn ọmọ ẹgbẹ́ Ìgbìmọ̀ ètò àtí ìṣàkóso (MOC) àtí Àwọn Olùdarí èrè ìdárayá látí àwọn ìpínlẹ̀ mẹrindinlogoji (36) àtí tí Olú-ìlú Orílẹ̀-èdè yíi, Abùjá tí  pàdé láti ṣé àkíyèsí àwọn àṣeyọrí àtí italaya tó ní làkókò ìdíje 21st National Sports…			"
671,Nigeria,"
			Ìpínlẹ̀ Kwara: Ọgá Àgbà Pátápátá Fún Àwọn Ọ̀lọ́ọ̀pà Gbóríyìn Fún Àjọ Anti-Graft.		. 
    
				Kọmísọ́nà fún àwọn ọlọ́ọ̀pá tí ìpínlẹ̀ Kwara,CP Odama Paul ti ṣe ìkini ìwúrí si àjọ tó mójú tó ìwà ìbàjẹ́ àti ìṣe owó kúmọkùmọ ti ìpínlẹ̀ Ilori fún iṣẹ́ takuntakun wọn ni ìpínlẹ̀ náà.

 

Ó ṣẹ ìkini ìwúrí yìí nígbà tí ó lọ bá wọn…			"
335,Health,"
			Ìlera ará ìlú pàápàá jùlọ,ìgbèríko jẹ wá lógún		. 
    
				Ìjọba Zamfara ní ọjọ́ Àìkú, ṣe ìfilọ́lẹ̀ àwọn ilé-iṣẹ́ Ìtọ́jú Ìlera abélé, PHC tuntun mẹ́tàlé-lógójì, tí ó sì tún ń pín àwọn ọkọ̀ tí wọ́n fi ń gbé àwọn aláárẹ̀ mẹ́tàdín-láàdọ́jọ láti ṣe àlékún wíwà…			"
614,Sport,"
			Ẹgbẹ́ agbábọ̀ọ̀lù Nàìjíríà (Flamingo) gba ipò kẹta mọ́ Germany lọ́wọ́ lẹ́yìn tí wọ́n gbo…		. 
    
				Ẹgbẹ́ agbábọ̀ọ̀lù obìnrin orílẹ̀-èdè Nàìjíríà U-17, Flamingos fi àgbà han ẹgbẹ́ agbábọ̀ọ̀lù Germany pẹ̀lú àmì ayò pẹnátì mẹ́ta sí méjì lẹ́yìn tí wọ́n jọ fakàngbọ̀n lóri pápá pẹ̀lú àmì ayò mẹ́ta-mẹ́ta, èyí…			"
524,Nigeria,"
			Àjọ Aládàníi Ṣe Ìgúnpá Fún àwọn Opó Àti Ọmọ Òrukàn		. 
    
				Àjọ aládàníi kan, The Prophet Agbana Foundation ti se ìrànlọ́wọ́ fún àwọn obìnrin opó méjìdínláàdọ́run (88), ọmọ òrukàn àti àwọn aláìní ní ìpínlẹ̀ Kwara.

 

Bolanle Akande, ẹni tí ó jẹ́ alága àjọ náà…			"
446,Health,"
			Covid-19:  Àwọn ènìyàn mẹ́tàlélọ́gọ́rin míràn tún ti ní Corona lórílẹ̀ èdè…		. 
    
				Àjọ tó ń gbógun ti àjàkálẹ̀ ààrùn lórílẹ̀ èdè Nàíjíríà, Nigeria Centre for Disease Control,  NCDC tún ti fi síta lórí ẹ̀rọ Twitter wọn pé àwọn ènìyàn mẹ́tàlélọ́gọ́rin míràn tún ti ní Corona lórílẹ̀ èdè…			"
700,Nigeria,"
			Gómìnà ìpínlẹ̀ Ọ̀ṣun se ìdárò lẹ́yìn Agbẹnusọ ilé-ìgbìmọ̀		. 
    
				Gómìnà ìpínlẹ̀ Ọ̀ṣun Adégbóyèga Oyètọ́lá ti ṣàpèjúwe ikú  agbẹnusọ ilé ìgbìmọ̀ aṣòfin Ìpínlẹ̀ Èkìtì, RT. Fúnminíyì Afúyẹ́ gẹ́gẹ́ bí,nǹkan ìyàlẹ́nu àti  ìbànújẹ́.

Oyetola rọ  gomina mejeeji,eyi ti o kuro…			"
893,Sport,"
			Àjọ CAF, FIFA Gbá Bọ́ọ̀lù Ọlọ́rẹ̀sọ̀rẹ́ Ní Orílẹ̀ Èdè Tanzania		. 
    
				Ìdíje ọlọ́rẹ̀sọ̀rẹ́ láàrín CAF, àwọn Ìràwọ̀ agbábọ́ọ̀lù FIFA, àwọn ọmọ ẹgbẹ́ aláṣẹ, àwọn aṣojú ti àwọn àjọ méjèèjì àti àwọn asojú láti Continent’s Member Associations wáyé ní ọjọ Ọjọ́rú Osù yìí ní Ìlu…			"
657,Sport,"
			Ìdíje Ife Ẹ̀yẹ Eré Bọ́ò̩lù Ilẹ̀ Áfíríkà – Ìpínlẹ̀ Ọ̀yọ́ Ṣèlérí Ètò Ààbò Tó Dájú		. 
    
				Kọmisana fún ọrọ Ọdọ ati Eré Ìdárayá ni ìpínlẹ̀ Ọ̀yọ́, Seun Fakorede ti fi ìdí rẹ̀ múlẹ pé àjọ tó n ṣe àkóso ere bọọlu alafese gba ní ilẹ Áfíríkà, CAF ati àjọ tó n ṣe àkóso idije ere bọọlu ni orílè èdè Nàìjíríà, NFF ti ṣe eto gbogbo fún…			"
352,Health,"
			Covid-19: Orílẹ̀-Èdè Nàìjíríà Tẹnumọ́ Akitiyan Láti Dẹkun Àrùn Còrónà		. 
    
				Nàìjíríà ti fi èròǹgbàa rẹ̀ hàn láti dẹ́kun àrùn Corona. Alákoso àgbà, Ahmed Lawan sọ èyí ní àpèjọ ọlọ́jọ́ méjì kan tó dá lórí fífòpin sí àrùn Corona, ní ìlú Abuja, lórílẹ̀-èdè Nàìjíríà

Lawan…			"
353,Health,"
			Àwọn ènìyàn márùnlé-láàdọ́ta míràn tún ti kó ààrùn corona		. 
    
				Àwọn ènìyàn márùnlé-láàdọ́ta míràn tún ti ní aarun corona.
ÀwÀwọn ènìyàn márùnlé-láàdọ́ta míràn tún ti ní aarun corona.
Ile-iṣẹ to n mojuto ajakalẹ aarun lorilẹ-ede NCDC sọ eleyii di mimọ lalẹ ọjọ aiku lori…			"
71,World,"
			Ògo Orílẹ̀-èdè Brazil, Pele di Olóògbé ní ọmọ ọdún méjìlélọ́gọ́rin		. 
    
				Edson Arantes do Nascimento tí gbogbo ènìyàn mọ sí Pele ti di oloogbe, Pele nikan ni agbabọọlu ninu ìtàn láti gba ife idije Agbaye lẹmẹta.

Abí oloogbe ni ọjọ kẹtalelogun osu kẹwa, ọdun 1940 sí Três Corações, State of Minas Gerais, Brazil…			"
517,Nigeria,"
			Ààrẹ Buhari gún lẹ̀ sí ilẹ̀ Amẹ́ríkà		. 
    
				Ààrẹ Muhammadu Buhari ti de Washing ton DC fún ìpàdé àwọn olórí ilé Amẹrika àti Áfríkà.



O gún lẹ̀ ní àárọ̀ ọjọ́ ajé ní pápá kọ̀ òfurufú Dulles.



Ìpàdé ìpele gíga náà wa labẹ àkóso Ààrẹ Amẹrika, Joe Biden, ti o fẹ kí ibaṣepọ wọn…			"
185,Nigeria,"
			Ààrẹ Buhari Yan Alága Tuntun Fún Ìgbìmọ̀ Ohun Tó Niye Lórí.		. 
    
				Ààrẹ Muhammadu Buhari tí yan Ọgbẹni Osita Anthony Abolama gẹ́gẹ́ bí alága tuntun fún ìgbìmò ohun tó níye lórí.

 

Nínú àtẹ̀ jáde kan láti ọwọ́ Mínísítà fún káràkátà, Ifedayo Sayo, ó ní ipò tuntun náà tó iṣẹ rẹ bẹrẹ lati oṣù kẹjọ o…			"
86,Africa,"
			Àwọn Ẹgbẹ́ Alátakò Ní Orílẹ̀ Èdè Chádìì Ti Setán Láti Kópa Nínú Ìjíròrò…		. 
    
				Àwọn Ẹgbẹ́ Alátakò Ní Orílẹ̀ Èdè Chádìì Ti Setán Láti Kópa Nínú Ìjíròrò Àlàáfìa

 

Ọ̀pọ̀lọpọ̀ àwọn olósèlú àti àwọn ẹgbẹ́ ọlọ̀tẹ̀ ti Orílẹ̀ Èdè Chádìì ti pinnu láti kópa nínú ìbáraẹnisọ̀rọ̀…			"
957,Sport,"
			Àsàbà yóò ṣagbátẹrù àjọ̀dún eré ìdárayá àpapọ̀ ọdún fún 2022		. 
    
				Ìgbìmọ̀  Orílẹ̀-èdè lórí Àwọn eré ìdárayá ti fọwọ́sí Oṣù kọkànlá ọjọ́ kejì sí ìkẹẹ̀dógún, ọdún 2022 ,gẹ́gẹ́ bí àwọn ọjọ́ tí wọ́n yà sọ́tọ̀ fùn àjọ̀dún  àpapọ̀ eré ìdárayá ẹlẹ́ẹ̀kọkànlé-lógún  ní…			"
56,Sport,"
			Ajíbádé Yóò Ṣáájú Ikọ̀ Falcons Nígbàtí Wọ́n Bá Dojúkọ Nadeshiko Ní Ìlú Kobe		. 
    
				Ògbóntarìgì agbábọ́ọ̀lù Ajíbádé yóò ṣáájú Ikọ̀ tí àwọn Obìnrin orílẹ̀-èdè yìí nígbà tí wón bá fesẹ̀wonsẹ̀ pẹ̀lú ojúgbà wọn láti orílè-èdè Japan ní ọjó Ọjọ́rú ní Ìlú Kobe.


Ara ẹlẹṣẹ̀ ayò, Onome Ebi ṣẹṣẹ n bọ̀ sipò látàrí ifarapa tó ní…			"
452,Health,"
			COVID-19: Àwọn ènìyàn méjìdínlọ́gbọ̀n míràn tún ti jẹyọ		. 
    
				Orílẹ̀ èdè Nàíjíríà tún ti ní àwọn ènìyàn méjìdínlọ́gbọ̀n(28) míràn tí wọ́n ti ní ààrùn Corona ìyẹn , COVID-19, báyìí , tí ó jẹ́ kí iye gbogbo àwọn tó ní ààrùn ọ̀hún jẹ́…			"
150,Nigeria,"
			Àjọ NSIP: Mínísítà Tó Ń Mójútó Ètò Ìgbáyé-gbádùn Ọmọnìyàn Gbósùbà Fún Ààrẹ		. 
    
				 

Mínísítà tó ń mójútó ètò ìgbáyé-gbádùn ọmọnìyàn,
Hajiya Sadiya Umar Farouq, ní ọjọ́ Àbámẹ́ta ni ìlú Lafia, Ìpínlẹ̀ Nasarawa ti gbósùbà fún Ààrẹ Muhammadu Buhari látàrí oríire àjọ National Social Investment Programme…			"
333,Health,"
			NMA banújẹ́ Lórí Ètò Ìtọ́jú Ìlera Alákọ̀ọ́bẹ̀rẹ̀ tó mẹ́hẹ		. 
    
				Ẹgbẹ́ Ìṣòògùn Nàìjíríà (NMA),ti banújẹ́ lórí Ètò Ìtọ́jú Ìlera Alákọ̀ọ́bẹ̀rẹ̀ tó mẹ́hẹ ní Nàìjíríà,ó sọ pé ó  léwu fún ìlera ọmọnìyàn.

Aarẹ ẹgbẹ naa, Dokita Innocent Ujah, sọ ni Port Harcourt, Ipinlẹ…			"
87,Africa,"
			Ààrẹ Guinea Bissau di alágaa àjọ ọrọ̀-ajé àwùjọ adúláwọ̀		. 
    
				Wọ́n ti yan Ààrẹ Umaro Sissoco Mbalo orílè-èdè Guinea ní ọjọ́ Àìkú gẹ́gẹ́ bí Alágaa tuntun àwọn ààrẹ orílè-èdè ti Àjọ ọrọ̀-ajé àwùjọ iwọ̀-oòrùn Adúláwọ̀,ECOWAS.

Alaga  Ajọ ti n lọ, Aarẹ Nana Akufo-Addo…			"
76,Sport,"
			Ìkọ Àgbàbọ́ọ̀lù England Ṣubú Yakata Sọwọ́ Ìkọ Àgbàbọ́ọ̀lù Italy		. 
    
				Agbàbọ́ọ̀lù England pàdánù 1-0 sí ìkọ àgbàbọ́ọ̀lu Italy ni Milan, nínú ìdíje UEFA Nations League. Ìfìdí rẹmi yìí lò jawọn bọ̀ lórí akasọ kínní sì ipò ọwọ isalẹ nínú tábìlì akasọ.

 Giacomo Raspadori ló fà awọn yà ní San Siro ní iṣẹju…			"
259,Entertainment,"
			Cute Abíọ́lá dá gbére fún iṣẹ́ ọmọ ogun ojú omi,ó di olùránlọ́wọ́ fún ìjọba Kwara		. 
    
				Aṣàwàdà tí ó tún jẹ́ òṣèré,Abdulgafar Ahmed Abíọ́lá tí gbogbo ènìyàn mọ̀ sí Cute Abíọ́lá,ti kéde fífi iṣẹ́ ọmọ ogun ojú omi sílẹ̀ láti di olùrànlọ́wọ́ pàtàkì lórí àwọn ilé-iṣẹ́ ìṣẹ̀dá fún ìjọba Kwara.…			"
42,Business,"
			Ẹka Kárà-kátà Àgbáyé Ti Pè Fún Ìbásepọ̀ Pẹ̀lú Ibùdókọ̀ Ojú Omi Nàìjíríà		. 
    
				Ẹka kárà-kátà àgbáyè kan ti pè fún àjọsepọ̀ tí ó dán mánrán pẹ̀lú àjọ tí ó ń se àkóso ọkọ̀ ojú omi Nàìjíríà láti mú àlékún bá ọrọ̀ ajé ilẹ̀ Áfíríkà.

 

Alákoso àjọ náà, ọ̀gbẹ́ni Segun…			"
425,Africa,"
			Uganda: Àjọ WHO Ń Retí Abẹ́rẹ́ Èbólà Fún Ìdánwò		. 
    
				 

Abẹ́rẹ́ Ebola yóò dé sí Uganda laipẹ.

Olórí àjọ WHO Africa ti pàjàwìrì sọ wípé ìgbésẹ nlọ lọ́wọ́.

Láti ìgbà tí àrùn náà ti bù jáde ní ogúnjọ́ oṣù kẹsán, kòkòrò náà ti tàn káàkiri orílè-èdè náà tí ó sì ti fa ọwọ́ ètò ẹ̀kọ́…			"
39,Nigeria,"
			Ààrẹ Nàìjíríà ṣe ìfilọ́lẹ̀ iṣẹ́ àkànṣe ní ìpínlẹ̀ Jìgáwá		. 
    
				Ààrẹ Mùhámmádù Bùhárí ti ṣe ìfilọ́lẹ̀ ètò àkùrọ̀ lórí ilẹ̀ tó tó ẹgbàáta- dín - lọ́ọ̀dúnrún eékà ní ìjọba ìbílẹ̀ Auyo, ti ipinlẹ Jigawa.

Ààrẹ Bùhárí sọ pé ètò àkùrọ̀ oríilẹ̀ tuntun tó tó…			"
953,Sport,"
			Ikọ̀ Super Eagles Jẹ́ Olùdíje Tó Gbóúnjẹ Fẹ́gbẹ́,Gbàwo Bọ̀  –Amuneke		. 
    
				Agbabọọlu Super Eagles tẹlẹri, Emmanuel Amuneke gbagbọ pe bi o tilẹ jẹ pe Victor Osimhen  ko ni si nibi idije ife ẹyẹ orilẹ ede Afirika to n bọ nitori ifarapa; Amọ o, orilẹ  ede Naijiria ni oludije ti o dabi ẹni pe yoo gba ife ẹyẹ idije…			"
346,Health,"
			Ààrẹ  Buhari ti gba àjẹsára Covid-19		. 
    
				Ààrẹ Muhammadu Buhari ti gba àjẹsára Covid-19

Àjẹsára náà ni a fún ní ọjọ́ ìsẹ́gun, nípasẹ̀ dókítà rẹ̀, Dokita Suhayb Rafndadi, ní déédé aago mesan àbọ̀, ní ààfin rẹ̀, ní ìlú Abuja.

Akowe Alaṣẹ Ile-iṣẹ Idagbasoke…			"
39,Sport,"
			U23 AFCON : Junior Syli Stars Yóò Pàgọ́ Fún Ọ̀sẹ̀ Méjì		. 
    
				Ní́ ìmúrasílẹ̀ fún ìdíje bọ́ọ̀lu AFCON tí ọjọ́ ori wọn kò lé ní mẹ́tàlélógún lọ (U23 African Cup of Nations ) ti ìpele ìperegedé, àjọ agbábọ́ọ̀lù ilẹ̀ Guinea(Guinea Football Federation) ti ṣètò igbaradi olósẹ̀ méjì fún àwọn…			"
583,Nigeria,"
			Ọwọ́ Sìkún Àwọn Agbófinró Tẹ Arákùnrin Kan Tí Ó Pa Òògùn Olóró Mọ́ Sínú Bàtà		. 
    
				Àjọ tí ó ń gbógun ti lílo òògùn olóró ní orílẹ̀ èdè wa National Drug Law Enforcement Agency, NDLEA,  ti fi ọwọ́ òfin mú agbénú òkùnkùn sebi kan, ẹni ọdún mẹ́tàdínlọ́gọ́ta (57), Lawal Lateef Oyenuga ní òpin ọ̀sẹ̀.…			"
94,Business,"
			Orílẹ-èdè Nàìjíríà Gbero Làti Pa Ìyè Owo Ti O To Ẹdẹgbẹta Bílíọ̀nù Náírà (N500b) Ni Ọdun 2023		. 
    
				Ìgbìmọ̀ Ibaraẹnisọrọ orílẹ̀-èdè Nàìjíríà, NCC ti ṣe àfihàn ètò rẹ̀ láti ṣé ipilẹṣẹ tó jù ẹdẹgbẹta biliọnu náírà (N500b) ní ọdún 2023 nípasẹ 5G spectrum.

 Igbákejì Alága Alase tí NCC, Ọjọgbọn Umar Danbatta, fi ìdí rẹ̀ múlẹ̀ ni Abùjá,…			"
291,Health,"
			Àgbájọ ọwọ́ lafí ń sọ̀yà		. 
    
				Láti ṣe ayẹyẹ  àyájọ́ ọjọ́ Ibà Àgbáyé ti ọdún yìí lónìí, Godrej Nigeria, àwọn tí wọ́n ń ṣe òògùn apakòkòròo GoodKnight Power Shots ti ń ṣe àjọṣepọ̀ pẹ̀lú Ilé-iṣẹ́  Ìlera ìjọba àpapọ̀ lábẹ́ẹ Ètò ìgbógun ti…			"
1003,World,"
			Àwọn ológun fipá gbàjọba ní orílẹ̀-èdè Guinea		. 
    
				Ìjọba orílẹ -èdè Nàìjíríà  bẹnu àtẹ́ lu ìfipá gbàbjọba tó wáyé ní orílẹ̀-èdè Guinea Ní ọjọ́ kẹfà, Oṣù Kẹsàn án, ọdún 2021, ó ṣe àpèjúwe rẹ̀ gẹ́gẹ́ bíi “ó jẹ́ ìfọwọ́ pòfin  Ìlànà àjọ tó ń mójútó…			"
940,Sport,"
			Ẹ Máà Fi Gínì Wé Dàńsíkì, Asọ́ Ju Asọ Lọ; Super Eagles di Apẹ̀rẹ̀ Ìyà Ru Guinea Bisau…		. 
    
				Ní irọlẹ ọjọ́rú, ninu ifẹsẹwọnsẹ kẹta ti ipin D, ninu idije AFCON 2021, ikọ agbabọọlu Super Eagles ti Naijiria gún Guinea Bissau ní kẹ́ṣẹ́ pẹ̀lú ami ayo 2-0. Eyi tumo si pe Super Eagles na gbogbo awọn ikọ ti wọn ba pade ninu ipin D.
Umar…			"
94,Africa,"
			Kamẹrúùn: Ààrùn onígbá méjì gbẹ̀mí ọ̀gọ́ọ́rọ́ ènìyàn		. 
    
				Ààrùn onígbá méjì ti tún padà sí orílè-èdè Kamẹrúùn,tí ó sì ti gbẹ̀mí  ènìyàn tí ó ju mẹ́rìnlé-láàdọ́je lọ láti Oṣù Kẹwàá, ọdún 2021, níbi tí àwọn ènìyàn igba-lé-lẹ́gbàajọ ti ní ààrùn…			"
